bbl,facsubgrp,factype,id,facname,latitude,longitude
1000370013,CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,20628,"ODYSSEY HOUSE, INC. CR",40.7051120016794,-74.006071746188
1000370013,CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,20629,"ODYSSEY HOUSE, INC. IR",40.7051120016794,-74.006071746188
1000370013,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,20630,"ODYSSEY HOUSE, INC. OP",40.7051120016794,-74.006071746188
1000420031,CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,17178,LOWER EAST SIDE SERVICE CENTER M-IR1,40.7070826367022,-74.007804082012
1000420031,CHEMICAL DEPENDENCY,MAOT-A-RESIDENTIAL,17179,LOWER EAST SIDE SERVICE CENTER MTA-R,40.7070826367022,-74.007804082012
1000420031,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,17181,LOWER EAST SIDE SERVICE CTR OTP,40.7070826367022,-74.007804082012
1000420031,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,17180,"LOWER EAST SIDE SERVICE CENTER, INC OP",40.7070826367022,-74.007804082012
1000690032,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,20905,OPMI BUSINESS SCHOOL INC.,40.7074935443017,-74.0058855346877
1000690032,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,20906,"OPMI BUSINESS SCHOOL, INC.",40.7074935443017,-74.0058855346877
1001240004,OTHER HEALTH CARE,CASE MANAGEMENT ONLY,19635,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC CASE MANAGEMENT ONLY,40.71315647075,-74.0082310977998
1001240004,OTHER HEALTH CARE,NEW YORK CONNECTS,19636,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC NEW YORK CONNECTS,40.71315647075,-74.0082310977998
1001240004,OTHER HEALTH CARE,SOCIAL SERVICES ONLY,19637,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC SOCIAL SERVICES ONLY,40.71315647075,-74.0082310977998
1002700032,HOSPITALS AND CLINICS,CHILD HEALTH CENTER,12712,GOUVERNEUR DIAGNOSTIC & TREATMENT CENTER,40.7131856001264,-73.9878328947046
1002700032,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,12713,GOUVERNEUR DIAGNOSTIC AND TREATMENT CENTER,40.7131856001264,-73.9878328947046
1003230073,DAY CARE,DAY CARE,9358,DEWITT REFORMED CHURCH HS,40.7175897292206,-73.9794463210882
1003230073,DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,9357,DEWITT REFORMED CHURCH HEAD START EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,40.7175897292206,-73.9794463210882
1004260012,MUSEUMS,MUSEUM,19447,NEW MUSEUM OF CONTEMPORARY ART,40.7223458390396,-73.9928296657632
1004260012,MUSEUMS,PUBLIC MUSEUMS AND SITES,19446,NEW MUSEUM,40.7223458390396,-73.9928296657632
1004580011,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT CHEMICAL DEPENDENCY,24062,PROJECT RENEWAL INC MEDICALLY SUPERVISED WITHDRAWAL SERVICES OUTPATIENT,40.7258591731499,-73.9911130554966
1004580011,CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL CHEMICAL DEPENDENCY,24061,PROJECT RENEWAL INC MEDICALLY SUPERVISED OUTPATIENT,40.7258591731499,-73.9911130554966
1004777501,CHARTER K-12 SCHOOLS,CHARTER SCHOOL,4922,BROOME ST ACADEMY CHARTER HIGH SCHOO,40.724123,-74.005145
1004777501,CHARTER K-12 SCHOOLS,HIGH SCHOOL - CHARTER,4923,BROOME STREET ACADEMY CHARTER SCHOOL,40.724123,-74.005145
1005200001,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT,24066,PROJECT RENEWAL MSW-OP,40.7282109165121,-74.0044910234683
1005200001,CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL,24065,PROJECT RENEWAL MMW,40.7282109165121,-74.0044910234683
1005450026,HEALTH PROMOTION AND DISEASE PREVENTION,COMMUNITY CENTER,29604,THE HETRICK-MARTIN INSTITUTE INC LGBTQ COALITION,40.7297802433928,-73.992741127756
1005450026,HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH TO HOMELESS YOUTH,29605,THE HETRICK-MARTIN INSTITUTE INC OUTREACH TO HOMELESS YOUTH,40.7297802433928,-73.992741127756
1006170047,CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL CHEMICAL DEPENDENCY,16667,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC MEDICALLY SUPERVISED OUTPATIENT,40.738035319511,-74.0010579942178
1006170047,CHEMICAL DEPENDENCY,METH HARM REDUCTION SERVICES,16668,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC METH HARM REDUCTION SERVICES,40.738035319511,-74.0010579942178
1006170047,HEALTH PROMOTION AND DISEASE PREVENTION,OTHER PREVENTION SERVICES,16669,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OTHER PREVENTION SERVICES,40.738035319511,-74.0010579942178
1006170047,HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH,16670,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH,40.738035319511,-74.0010579942178
1006170047,HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH AND EDUCATION IN CBOS,16671,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH AND EDUCATION IN CBOS,40.738035319511,-74.0010579942178
1006170047,HEALTH PROMOTION AND DISEASE PREVENTION,PRIMARY PREVENTION SERVICES,16672,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC PRIMARY PREVENTION SERVICES,40.738035319511,-74.0010579942178
1007410063,OTHER HEALTH CARE,SEXUAL AND BEHAVIORAL HEALTH SERVICES FOR PRIORITY POPULATIONS MOST HEAVILY IMPACTED BY HIV,8346,COMMUNITY HEALTH PROJECT INC SEXUAL AND BEHAVIORAL HEALTH SERVICES FOR PRIORITY POPULATIONS MOST HEAVILY IMPACTED BY HIV,40.743038901685,-74.0031155090899
1007410063,OTHER HEALTH CARE,STATUS-NEUTRAL CARE COORDINATION,8347,COMMUNITY HEALTH PROJECT INC STATUS-NEUTRAL CARE COORDINATION,40.743038901685,-74.0031155090899
1007510001,SENIOR SERVICES,NORC SERVICES,23318,PENN SOUTH SOCIAL SERVICES INC NORC SITES,40.7486714197891,-73.999229303462
1007510001,SENIOR SERVICES,SENIOR SERVICES,23317,PENN SOUTH SOCIAL SERVICES INC,40.7486714197891,-73.999229303462
1007590032,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,32098,WEST MIDTOWN MANAGEMENT GROUP OTP,40.7532892406085,-73.9934484517925
1007590032,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,32097,WEST MIDTOWN MANAGEMENT GROUP OP 1,40.7532892406085,-73.9934484517925
1007780070,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,28852,SUPERIOR CAREER INSTITUTE,40.7486857595371,-73.9953501832838
1007780070,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,28853,SUPERIOR CAREER INSTITUTE BUSINESS,40.7486857595371,-73.9953501832838
1007850001,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,1909,"AMERICAN CAREER CENTER, INC.",40.7530262104047,-73.9924225533849
1007850001,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,1908,AMERICAN CAREER CENTER INC,40.7530262104047,-73.9924225533849
1008017503,CHEMICAL DEPENDENCY,820 RESIDENTIAL REHABILITATION CHEMICAL DEPENDENCY,3776,BOWERY RESIDENTS' COMMITTEE INC MEDICALLY SUPERVISED WITHDRAWAL SERVICES-RESIDENTIAL,40.74492,-73.993035
1008017503,CHEMICAL DEPENDENCY,820 STABIL AND REHAB,3779,BOWERY RESIDENTS' COMMITTEE SRH,40.74492,-73.993035
1008017503,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,3778,BOWERY RESIDENTS' COMMITTEE INC MSW-IP,40.74492,-73.993035
1008017503,CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL CHEMICAL DEPENDENCY,3775,BOWERY RESIDENTS' COMMITTEE INC MEDICALLY SUPERVISED OUTPATIENT,40.74492,-73.993035
1008020056,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,12991,GREENWICH HOUSE EAST OTP,40.7457482807629,-73.9922994818469
1008020056,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,12990,GREENWICH HOUSE COUNSELING CENTER OP,40.7457482807629,-73.9922994818469
1008087501,PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,1760,ALLEN SCHOOL INC,40.749693,-73.990558
1008087501,PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,1761,"ALLEN SCHOOL, INC",40.749693,-73.990558
1008120056,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,28961,"T.R.I. CENTER, INC. OP",40.7521312658173,-73.9878233000076
1008120056,CHEMICAL DEPENDENCY,OUTPATIENT REHABILITATION,28960,"T.R.I. CENTER, INC.  OP R",40.7521312658173,-73.9878233000076
1008880027,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT,22890,"PARALLAX CENTER, INC. MSW-OP",40.745073445106,-73.9799737579282
1008880027,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,22891,"PARALLAX CENTER, INC. OP",40.745073445106,-73.9799737579282
1009220046,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,3239,BETH ISRAEL MEDICAL CENTER CHILD OUTPATIENT DEPARTMENT,40.7333417449853,-73.9823809220512
1009220046,MENTAL HEALTH,SUPPORT MENTAL HEALTH,3240,BETH ISRAEL MEDICAL CENTER CPEP CRISIS INTERVENTION,40.7333417449853,-73.9823809220512
1009300020,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,20544,NYU MOBILE DENTAL VAN,40.7379604941268,-73.9783388732024
1009300020,HOSPITALS AND CLINICS,SCHOOL BASED DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,20543,NYU MOBILE DENTAL EQUIP SCH PROG,40.7379604941268,-73.9783388732024
1009620100,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,3080,BELLEVUE HOSPITAL CENTER OTP,40.7391658295993,-73.9750002674713
1009620100,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,3079,BELLEVUE HOSPITAL CENTER OP,40.7391658295993,-73.9750002674713
1009620100,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,3076,BELLEVUE HOSPITAL CENTER CHILDREN'S CPEP,40.7391658295993,-73.9750002674713
